MSG,3,111,11111,A955D1,111111,2022/09/23,11:27:16.635,2022/09/23,11:27:16.596,,40025,,,48.43941,9.71403,,,,,,0
MSG,6,111,11111,4CA849,111111,2022/09/23,11:27:16.644,2022/09/23,11:27:16.597,,,,,,,,1000,0,0,0,0
MSG,8,111,11111,A955D1,111111,2022/09/23,11:27:16.649,2022/09/23,11:27:16.597,,,,,,,,,,,,0
MSG,8,111,11111,4CA849,111111,2022/09/23,11:27:16.682,2022/09/23,11:27:16.661,,,,,,,,,,,,0
MSG,8,111,11111,491D99,111111,2022/09/23,11:27:16.754,2022/09/23,11:27:16.727,,,,,,,,,,,,0
MSG,6,111,11111,4CA849,111111,2022/09/23,11:27:16.775,2022/09/23,11:27:16.728,,,,,,,,1000,0,0,0,0
MSG,8,111,11111,3E1207,111111,2022/09/23,11:27:16.852,2022/09/23,11:27:16.794,,,,,,,,,,,,0
MSG,8,111,11111,491D99,111111,2022/09/23,11:27:16.865,2022/09/23,11:27:16.858,,,,,,,,,,,,0
MSG,8,111,11111,4CA849,111111,2022/09/23,11:27:16.900,2022/09/23,11:27:16.859,,,,,,,,,,,,0
MSG,8,111,11111,3C56EE,111111,2022/09/23,11:27:16.925,2022/09/23,11:27:16.923,,,,,,,,,,,,0
MSG,5,111,11111,3C56EE,111111,2022/09/23,11:27:16.937,2022/09/23,11:27:16.924,,21875,,,,,,,0,,0,0
MSG,7,111,11111,3C56EE,111111,2022/09/23,11:27:17.031,2022/09/23,11:27:16.989,,21875,,,,,,,,,,0
MSG,8,111,11111,4CA849,111111,2022/09/23,11:27:17.102,2022/09/23,11:27:17.055,,,,,,,,,,,,0
MSG,5,111,11111,A955D1,111111,2022/09/23,11:27:17.104,2022/09/23,11:27:17.055,,40025,,,,,,,0,,0,0
MSG,8,111,11111,A955D1,111111,2022/09/23,11:27:17.111,2022/09/23,11:27:17.055,,,,,,,,,,,,0
MSG,5,111,11111,A955D1,111111,2022/09/23,11:27:17.113,2022/09/23,11:27:17.055,,40025,,,,,,,0,,0,0
MSG,8,111,11111,4CA849,111111,2022/09/23,11:27:17.147,2022/09/23,11:27:17.120,,,,,,,,,,,,0
MSG,8,111,11111,3C56EE,111111,2022/09/23,11:27:17.174,2022/09/23,11:27:17.121,,,,,,,,,,,,0
MSG,8,111,11111,407598,111111,2022/09/23,11:27:17.183,2022/09/23,11:27:17.121,,,,,,,,,,,,0
MSG,8,111,11111,3C56EE,111111,2022/09/23,11:27:17.192,2022/09/23,11:27:17.185,,,,,,,,,,,,0
MSG,7,111,11111,A955D1,111111,2022/09/23,11:27:17.198,2022/09/23,11:27:17.186,,40025,,,,,,,,,,0
MSG,8,111,11111,3C56EE,111111,2022/09/23,11:27:17.201,2022/09/23,11:27:17.186,,,,,,,,,,,,0
MSG,8,111,11111,491D99,111111,2022/09/23,11:27:17.208,2022/09/23,11:27:17.186,,,,,,,,,,,,0
MSG,5,111,11111,A955D1,111111,2022/09/23,11:27:17.213,2022/09/23,11:27:17.186,,40025,,,,,,,0,,0,0
MSG,8,111,11111,A955D1,111111,2022/09/23,11:27:17.224,2022/09/23,11:27:17.187,,,,,,,,,,,,0
MSG,8,111,11111,3C48EE,111111,2022/09/23,11:27:17.254,2022/09/23,11:27:17.251,,,,,,,,,,,,0
MSG,5,111,11111,3C56EE,111111,2022/09/23,11:27:17.269,2022/09/23,11:27:17.251,,21875,,,,,,,0,,0,0
MSG,5,111,11111,4CA849,111111,2022/09/23,11:27:17.272,2022/09/23,11:27:17.251,,36000,,,,,,,0,,0,0
MSG,5,111,11111,3C56EE,111111,2022/09/23,11:27:17.280,2022/09/23,11:27:17.252,,21875,,,,,,,0,,0,0
MSG,8,111,11111,407598,111111,2022/09/23,11:27:17.290,2022/09/23,11:27:17.252,,,,,,,,,,,,0
MSG,8,111,11111,A955D1,111111,2022/09/23,11:27:17.333,2022/09/23,11:27:17.317,,,,,,,,,,,,0
MSG,8,111,11111,A955D1,111111,2022/09/23,11:27:17.334,2022/09/23,11:27:17.317,,,,,,,,,,,,0
MSG,8,111,11111,A955D1,111111,2022/09/23,11:27:17.350,2022/09/23,11:27:17.318,,,,,,,,,,,,0
MSG,8,111,11111,407598,111111,2022/09/23,11:27:17.353,2022/09/23,11:27:17.318,,,,,,,,,,,,0
MSG,8,111,11111,A955D1,111111,2022/09/23,11:27:17.358,2022/09/23,11:27:17.318,,,,,,,,,,,,0
MSG,8,111,11111,491D99,111111,2022/09/23,11:27:17.419,2022/09/23,11:27:17.383,,,,,,,,,,,,0
MSG,7,111,11111,A955D1,111111,2022/09/23,11:27:17.419,2022/09/23,11:27:17.383,,40025,,,,,,,,,,0
MSG,7,111,11111,3C56EE,111111,2022/09/23,11:27:17.461,2022/09/23,11:27:17.448,,21900,,,,,,,,,,0
MSG,5,111,11111,3C56EE,111111,2022/09/23,11:27:17.488,2022/09/23,11:27:17.449,,21900,,,,,,,0,,0,0
MSG,7,111,11111,3C56EE,111111,2022/09/23,11:27:17.502,2022/09/23,11:27:17.450,,21900,,,,,,,,,,0
MSG,5,111,11111,3C56EE,111111,2022/09/23,11:27:17.534,2022/09/23,11:27:17.513,,21900,,,,,,,0,,0,0
MSG,7,111,11111,A955D1,111111,2022/09/23,11:27:17.601,2022/09/23,11:27:17.579,,40025,,,,,,,,,,0
MSG,3,111,11111,A955D1,111111,2022/09/23,11:27:17.619,2022/09/23,11:27:17.580,,40025,,,48.44078,9.71170,,,,,,0
MSG,8,111,11111,A955D1,111111,2022/09/23,11:27:17.624,2022/09/23,11:27:17.580,,,,,,,,,,,,0
MSG,5,111,11111,3C56EE,111111,2022/09/23,11:27:17.625,2022/09/23,11:27:17.580,,21900,,,,,,,0,,0,0
MSG,4,111,11111,A955D1,111111,2022/09/23,11:27:17.627,2022/09/23,11:27:17.580,,,443,311,,,64,,,,,0
MSG,5,111,11111,A955D1,111111,2022/09/23,11:27:17.642,2022/09/23,11:27:17.580,,40025,,,,,,,0,,0,0
MSG,6,111,11111,A955D1,111111,2022/09/23,11:27:17.654,2022/09/23,11:27:17.644,,,,,,,,6655,0,0,0,0
MSG,8,111,11111,3E1207,111111,2022/09/23,11:27:17.681,2022/09/23,11:27:17.645,,,,,,,,,,,,0
MSG,5,111,11111,A955D1,111111,2022/09/23,11:27:17.807,2022/09/23,11:27:17.776,,40025,,,,,,,0,,0,0
MSG,8,111,11111,3C56EE,111111,2022/09/23,11:27:17.852,2022/09/23,11:27:17.842,,,,,,,,,,,,0
MSG,8,111,11111,A955D1,111111,2022/09/23,11:27:17.897,2022/09/23,11:27:17.843,,,,,,,,,,,,0
MSG,8,111,11111,A955D1,111111,2022/09/23,11:27:17.903,2022/09/23,11:27:17.844,,,,,,,,,,,,0
MSG,8,111,11111,A955D1,111111,2022/09/23,11:27:17.920,2022/09/23,11:27:17.908,,,,,,,,,,,,0
